Uid,Song,Play count,Like count,Share count,Catagory,Publish time
123lidingding,599401,1779,95,3,R&B / Soul,2019/11/27
123lidingding,599400,39,1,0,R&B / Soul,2019/11/27
123lidingding,599399,2217,64,0,R&B / Soul,2019/11/27
123lidingding,599398,88,0,4,R&B / Soul,2019/11/27
123lidingding,599397,58,1,1,R&B / Soul,2019/11/27
123lidingding,599396,1308,119,1,R&B / Soul,2019/11/27
123lidingding,599395,106,8,1,R&B / Soul,2019/11/27
123lidingding,590555,96,6,2,R&B / Soul,2019/8/6
13lefty,675651,28485,"1,551",179,Hip hop / Rap,2022/3/6
13lefty,607678,1190,64,4,Hip hop / Rap,2020/3/13
1pfani,660406,130,24,5,Pop,2021/9/15
1pfani,646914,429,30,5,Pop,2021/5/23
1pfani,646539,80,10,1,Pop,2021/5/21
1pfani,632106,3618,237,34,Pop,2021/1/7
1pfani,622274,131,9,1,Hip hop / Rap,2020/9/1
1pfani,622273,93,12,1,Hip hop / Rap,2020/9/1
1pfani,615604,2047,85,9,Hip hop / Rap,2020/6/10
1pfani,602023,11482,444,13,Hip hop / Rap,2019/12/29
1pfani,595551,2022,108,9,Hip hop / Rap,2019/10/4
1pfani,594735,391,26,3,Hip hop / Rap,2019/9/19
1pfani,572961,286,25,1,Singer / Songwriter,2019/1/23
24hoshi_,665957,896,38,27,Hip hop / Rap,2021/11/24
24prbl,676598,45,8,4,Hip hop / Rap,2022/3/15
24prbl,671040,776,43,48,Hip hop / Rap,2022/1/28
24prbl,659740,142,9,5,Hip hop / Rap,2021/9/8
24prbl,651616,3534,176,39,R&B / Soul,2021/6/25
24prbl,651281,410,21,9,Hip hop / Rap,2021/6/21
24prbl,636730,360,12,1,Hip hop / Rap,2021/3/1
24prbl,632662,262,13,12,Pop,2021/1/11
24prbl,630782,302,16,8,Hip hop / Rap,2020/12/24
24prbl,628447,378,25,8,Hip hop / Rap,2020/11/20
24prbl,628170,219,16,2,Hip hop / Rap,2020/11/16
24prbl,625429,2386,103,17,Hip hop / Rap,2020/10/10
24prbl,624368,187,8,8,Electronic,2020/9/29
24prbl,619470,3203,91,30,Hip hop / Rap,2020/7/30
24prbl,618281,2905,139,27,Hip hop / Rap,2020/7/12
24prbl,616576,59,3,0,Hip hop / Rap,2020/6/20
24prbl,614127,11427,429,96,Hip hop / Rap,2020/5/23
24prbl,611255,182,4,0,Hip hop / Rap,2020/4/17
24prbl,608582,5555,144,28,Hip hop / Rap,2020/3/23
3llerymusic,676143,419,17,9,Hip hop / Rap,2022/3/10
3llerymusic,669035,1280,74,26,Pop,2022/1/3
3llerymusic,656282,933,47,14,R&B / Soul,2021/8/5
3llerymusic,652995,2673,169,20,Hip hop / Rap,2021/7/6
3r2music,564233,2896,110,2,ACG,2018/8/23
3r2music,550594,2892,92,0,Electronic,2018/3/9
3r2music,550593,1593,28,0,Electronic,2018/3/9
3r2music,550592,893,9,0,Electronic,2018/3/9
3r2music,542031,2216,44,1,Hip hop / Rap,2017/11/20
3r2music,542028,980,20,0,Electronic,2017/11/20
3r2music,542025,387,19,0,Electronic,2017/11/20
3r2music,378144,1318,24,1,Electronic,2016/11/18
3r2music,378143,986,15,0,Electronic,2016/11/18
3rdAPark,645998,34290,"1,147",320,Hip hop / Rap,2021/5/18
4instasia,679072,460,54,39,Electronic,2022/4/1
4instasia,668878,815,53,50,Electronic,2022/1/1
4instasia,636378,1532,61,83,Electronic,2021/2/24
4instasia,630019,3623,121,103,Electronic,2020/12/12
510864772,582923,15,1,0,Hip hop / Rap,2019/5/26
510864772,567363,13485,175,4,Hip hop / Rap,2018/10/22
510864772,565628,28,2,0,Hip hop / Rap,2018/9/17
510864772,564353,8,0,0,Hip hop / Rap,2018/8/25
510864772,563687,54,1,0,Hip hop / Rap,2018/8/15
510864772,559331,1,0,0,Pop,2018/6/30
510864772,559329,1,0,0,Pop,2018/6/30
510864772,553495,10,1,0,Hip hop / Rap,2018/4/9
510864772,548384,69,3,0,Hip hop / Rap,2018/2/12
510864772,543982,3971,139,10,Hip hop / Rap,2017/12/11
510864772,543980,2160,61,2,Hip hop / Rap,2017/12/11
510864772,543978,1083,17,0,Hip hop / Rap,2017/12/11
510864772,526651,112,3,0,Hip hop / Rap,2017/9/18
510864772,518451,607,27,1,Hip hop / Rap,2017/8/23
51weeeeeeeeee,680480,66,5,2,Soundtrack / New age,2022/4/10
51weeeeeeeeee,675592,30,4,0,Dance,2022/3/5
51weeeeeeeeee,672009,33,4,2,Pop,2022/2/9
51weeeeeeeeee,671924,140,3,0,Hip hop / Rap,2022/2/8
51weeeeeeeeee,671922,32,3,0,Hip hop / Rap,2022/2/8
51weeeeeeeeee,671825,25,4,1,Dance,2022/2/7
51weeeeeeeeee,671749,47,8,3,Pop,2022/2/6
51weeeeeeeeee,670957,232,22,5,Electronic,2022/1/27
51weeeeeeeeee,670107,40,3,1,Dance,2022/1/16
51weeeeeeeeee,668692,49,7,2,Electronic,2021/12/30
51weeeeeeeeee,668558,57,7,5,Electronic,2021/12/29
51weeeeeeeeee,657993,683,24,6,Pop,2021/8/21
51weeeeeeeeee,657991,87,4,0,Dance,2021/8/21
51weeeeeeeeee,657995,65,3,1,Soundtrack / New age,2021/8/21
51weeeeeeeeee,657992,51,4,0,Electronic,2021/8/21
51weeeeeeeeee,657990,42,4,2,Electronic,2021/8/21
51weeeeeeeeee,657994,67,8,2,Alternative,2021/8/21
51weeeeeeeeee,653350,1702,70,10,Hip hop / Rap,2021/7/9
51weeeeeeeeee,649929,1502,124,29,Reggae / Funk,2021/6/25
51weeeeeeeeee,649928,804,73,27,Folk,2021/6/11
51weeeeeeeeee,627318,1110,58,7,Dance,2020/11/4
51weeeeeeeeee,627006,842,31,6,Dance,2020/10/30
51weeeeeeeeee,614266,53,8,0,Soundtrack / New age,2020/5/25
51weeeeeeeeee,596718,181,15,1,Reggae / Funk,2019/10/21
51weeeeeeeeee,582413,308,21,0,Hip hop / Rap,2019/5/19
51weeeeeeeeee,578895,2381,51,1,Dance,2019/4/2
51weeeeeeeeee,578497,364,13,0,Soundtrack / New age,2019/3/30
51weeeeeeeeee,578467,103,6,1,Soundtrack / New age,2019/3/29
51weeeeeeeeee,578438,89,4,0,Soundtrack / New age,2019/3/29
51weeeeeeeeee,576258,3491,134,2,Rock,2019/3/7
51weeeeeeeeee,576037,2030,77,7,Folk,2019/3/5
51weeeeeeeeee,575015,221,18,2,Hip hop / Rap,2019/2/23
51weeeeeeeeee,574487,263,11,0,Folk,2019/2/15
51weeeeeeeeee,574485,431,25,0,Hip hop / Rap,2019/2/15
51weeeeeeeeee,573516,1953,106,3,Hip hop / Rap,2019/1/30
51weeeeeeeeee,566652,1166,49,9,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566648,2542,81,5,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566647,288,12,1,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566646,309,10,3,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566645,195,11,0,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566644,290,14,1,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566642,267,14,1,Hip hop / Rap,2018/10/8
51weeeeeeeeee,566641,226,10,0,Hip hop / Rap,2018/10/8
51weeeeeeeeee,554489,123,5,0,Hip hop / Rap,2018/4/19
5400_54oo,664034,179912,"4,294",2042,Reggae / Funk,2021/10/29
5400_54oo,641574,5144,241,250,Reggae / Funk,2021/4/5
6XT7,629555,794,22,4,Pop,2020/12/6
6XT7,594873,25024,193,3,Rock,2019/9/22
6XT7,579024,332,19,1,Rock,2019/4/3
6XT7,579023,378,23,0,Alternative,2019/4/3
6XT7,579022,4662,36,3,Metal,2019/4/3
6XT7,556231,1484,100,15,Metal,2018/5/16
6XT7,488192,95240,496,10,Rock,2017/6/1
7thofapril,674771,73,12,6,Reggae / Funk,2022/3/1
7thofapril,671690,2194,168,38,Electronic,2022/2/7
7uly,647045,1239,75,45,Hip hop / Rap,2021/5/25
7uly,613992,938,55,1,R&B / Soul,2020/5/22
7uly,612431,1807,77,4,Hip hop / Rap,2020/5/2
7uly,610338,5530,216,17,R&B / Soul,2020/4/5
7uly,604179,2636,149,13,R&B / Soul,2020/2/1
85youngdope,650373,22,1,0,Hip hop / Rap,2021/6/14
85youngdope,637556,52,9,5,Folk,2021/3/9
85youngdope,630497,124,12,1,Folk,2020/12/20
85youngdope,628472,90,10,12,Folk,2020/11/21
85youngdope,621550,628,26,8,Hip hop / Rap,2020/8/25
85youngdope,620840,41,2,0,Folk,2020/8/17
85youngdope,620496,150,5,4,Hip hop / Rap,2020/8/12
85youngdope,617014,169,12,14,Rock,2020/6/25
85youngdope,614549,36,3,0,Hip hop / Rap,2020/5/29
85youngdope,612115,2015,83,1,Hip hop / Rap,2020/4/28
85youngdope,610959,107,10,2,Hip hop / Rap,2020/4/14
85youngdope,609489,113,13,1,Rock,2020/3/27
85youngdope,605108,263,18,0,Hip hop / Rap,2020/2/14
85youngdope,581575,117,6,1,Hip hop / Rap,2019/5/7
85youngdope,581572,121,10,3,Hip hop / Rap,2019/5/7
85youngdope,581570,483,23,0,Hip hop / Rap,2019/5/7
85youngdope,573048,123,6,0,Hip hop / Rap,2019/1/24
85youngdope,570846,1584,50,4,Hip hop / Rap,2018/12/21
85youngdope,569782,2476,94,3,Hip hop / Rap,2018/12/2
88risingRecordsLLC,596063,2542,86,0,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596062,3872,224,2,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596061,3125,133,1,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596060,4061,159,5,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596059,5044,264,9,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596056,4065,164,0,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596057,3177,173,4,Hip hop / Rap,2019/10/11
88risingRecordsLLC,596058,3051,106,1,Hip hop / Rap,2019/10/11
88risingRecordsLLC,582293,31505,"1,501",9,Hip hop / Rap,2019/5/17
88risingRecordsLLC,582294,7208,395,1,Hip hop / Rap,2019/5/17
88risingRecordsLLC,582295,5555,281,1,Hip hop / Rap,2019/5/17
88risingRecordsLLC,582296,5033,223,1,Hip hop / Rap,2019/5/17
88risingRecordsLLC,580342,35520,"1,821",19,Hip hop / Rap,2019/4/24
88risingRecordsLLC,565424,54839,"2,488",50,Hip hop / Rap,2018/9/12
88risingRecordsLLC,565090,4763,186,1,Hip hop / Rap,2018/9/6
88risingRecordsLLC,560930,43100,"2,420",15,Hip hop / Rap,2018/7/20
88risingRecordsLLC,560804,55196,"3,281",37,Hip hop / Rap,2018/7/18
88risingRecordsLLC,558914,8442,389,2,Hip hop / Rap,2018/6/26
88risingRecordsLLC,557715,30604,"1,641",17,Hip hop / Rap,2018/6/7
88risingRecordsLLC,556327,10498,464,2,R&B / Soul,2018/5/17
88risingRecordsLLC,555697,26892,"1,259",35,Hip hop / Rap,2018/5/8
88risingRecordsLLC,555351,7167,349,4,Hip hop / Rap,2018/5/2
88risingRecordsLLC,553476,11691,651,245,Hip hop / Rap,2018/4/9
88risingRecordsLLC,553144,7105,304,1,Hip hop / Rap,2018/4/4
88risingRecordsLLC,548474,10854,400,5,R&B / Soul,2018/2/14
88risingRecordsLLC,548472,25008,942,7,R&B / Soul,2018/2/14
88risingRecordsLLC,547814,13646,641,4,Hip hop / Rap,2018/2/2
88risingRecordsLLC,547812,10646,447,2,Hip hop / Rap,2018/2/2
8bkuo,605094,15129,533,7,R&B / Soul,2020/2/14
8lak,615223,50667,"1,817",92,Hip hop / Rap,2020/6/5
970zhaozhao,661530,20063,754,349,Hip hop / Rap,2021/9/28
970zhaozhao,652628,2678,163,30,Hip hop / Rap,2021/7/2
970zhaozhao,618585,1213,79,20,Hip hop / Rap,2020/7/16
99Vintage,632725,1397,16,6,R&B / Soul,2021/1/11
99Vintage,631662,3264,32,19,R&B / Soul,2020/12/31
99Vintage,630888,4432,37,28,R&B / Soul,2020/12/24
9m88baba,649982,59259,"2,176",259,R&B / Soul,2021/6/10
9m88baba,562323,132630,"4,647",84,Pop,2018/8/1
9m88baba,561149,24595,"1,314",11,Alternative,2018/7/21
9m88baba,493012,114632,"5,148",79,R&B / Soul,2017/6/15
AA320,675447,54432,"1,377",342,Hip hop / Rap,2022/3/5
AKNIT,585511,1047,15,1,Electronic,2019/6/24
AKNIT,581494,701,22,2,Electronic,2019/5/6
AKNIT,579808,1463,36,6,Electronic,2019/4/15
AKNIT,578843,2162,38,0,Electronic,2019/4/1
AKNIT,577174,2659,75,0,Electronic,2019/3/18
AKNIT,574169,1119,29,0,Pop,2019/2/11
AKNIT,570607,792,13,0,Electronic,2018/12/17
AKNIT,569865,597,19,0,Electronic,2018/12/3
AKNIT,567051,8827,178,8,Electronic,2018/10/15
AKNIT,565622,1539,49,0,Electronic,2018/9/17
AKNIT,563419,1071,30,0,Electronic,2018/8/13
AKNIT,562127,1857,76,0,Electronic,2018/7/30
AKNIT,560125,1011,24,1,Electronic,2018/7/10
AKNIT,559532,1811,74,1,Electronic,2018/7/2
AKNIT,556609,1159,20,0,Electronic,2018/5/20
AKNIT,555094,3022,94,0,Electronic,2018/4/28
AKNIT,554296,5640,200,3,Electronic,2018/4/16
AOIMUSHIBAND,676670,6365,271,55,Folk,2022/3/15
AOIMUSHIBAND,661747,1135,60,14,Electronic,2021/9/30
AOIMUSHIBAND,644996,9101,413,133,Alternative,2021/5/6
AOIMUSHIBAND,618734,3378,158,19,Alternative,2020/7/19
AOIMUSHIBAND,618728,4835,234,58,Alternative,2020/7/19
AOIMUSHIBAND,618196,7103,280,41,Folk,2020/7/10
AOIMUSHIBAND,618195,7173,247,71,Folk,2020/7/10
AOIMUSHIBAND,618194,2293,132,18,Folk,2020/7/10
AOIMUSHIBAND,618193,7964,299,81,Electronic,2020/7/10
AOIMUSHIBAND,617494,39719,1461,332,Alternative,2020/7/1
AOIMUSHIBAND,616772,26970,903,138,Alternative,2020/6/22
AOIMUSHIBAND,616771,14326,563,135,Alternative,2020/6/22
AOIMUSHIBAND,616770,13504,467,75,Alternative,2020/6/22
AOIMUSHIBAND,605658,16700,562,49,Alternative,2020/2/21
AOIMUSHIBAND,602816,2516,161,13,Alternative,2020/1/8
AOIMUSHIBAND,589098,4709,199,30,Alternative,2019/7/27
AOIMUSHIBAND,587884,23463,949,72,Pop,2019/7/19
AOIMUSHIBAND,581533,4583,226,8,Folk,2019/5/7
AOIMUSHIBAND,581215,5129,209,15,Folk,2019/5/3
AOIMUSHIBAND,580712,2372,129,14,Folk,2019/4/28
AOIMUSHIBAND,580362,9436,301,8,Alternative,2019/4/23
AOIMUSHIBAND,579508,3448,137,3,Pop,2019/4/10
AOIMUSHIBAND,579072,2209,69,0,Electronic,2019/4/4
AOIMUSHIBAND,575012,220383,5429,173,Pop,2019/2/23
AOIMUSHIBAND,575008,13362,520,15,Hip hop / Rap,2019/2/23
AOIMUSHIBAND,575007,7465,359,7,Alternative,2019/2/23
AOIMUSHIBAND,572516,4273,158,3,Alternative,2019/1/14
AOIMUSHIBAND,572459,1976,77,3,Pop,2019/1/13
AOIMUSHIBAND,571144,3743,114,0,Folk,2018/12/25
AOIMUSHIBAND,548768,2901,130,1,Alternative,2018/2/20
AOIMUSHIBAND,548556,5188,253,13,Alternative,2018/2/15
AOIMUSHIBAND,547697,867,23,1,Alternative,2018/1/31
AOIMUSHIBAND,547478,6185,281,7,Folk,2018/1/29
AOIMUSHIBAND,547450,2354,108,2,Folk,2018/1/28
AOIMUSHIBAND,528356,1934,78,3,Singer / Songwriter,2017/9/23
AOIMUSHIBAND,516197,9350,470,97,Pop,2017/8/20
AOIMUSHIBAND,509252,1353,51,4,R&B / Soul,2017/7/31
AOIMUSHIBAND,501597,1281,59,1,Alternative,2017/7/11
AOIMUSHIBAND,496727,2770,94,1,Alternative,2017/6/24
AXin_80hz,673675,2016,104,53,Hip hop / Rap,2022/2/21
A_SHENG_,670270,2169,63,44,R&B / Soul,2022/1/31
A_SHENG_,669688,378,17,2,Pop,2022/1/11
Abus18,661712,562,20,3,Pop,2021/9/30
Abus18,661539,951,36,33,Pop,2021/9/28
Abus18,658379,4378,148,116,Pop,2021/8/24
Abus18,625518,453,23,13,R&B / Soul,2020/10/12
Abus18,613771,137,6,1,Pop,2020/10/9
Abus18,625350,364,16,5,Pop,2020/10/9
Abus18,612035,799,34,5,Hip hop / Rap,2020/4/27
Abus18,611157,1480,51,7,R&B / Soul,2020/4/16
Abus18,610420,4830,126,36,R&B / Soul,2020/4/6
Acedalan,666244,3362,85,19,Hip hop / Rap,2021/11/30
Acedalan,640539,3358,70,40,Hip hop / Rap,2021/4/1
Acedalan,600570,3756,68,0,Hip hop / Rap,2019/12/13
Adam_1213,680670,3744,216,46,Singer / Songwriter,2022/4/11
Adam_1213,680671,12836,521,46,Pop,2022/4/11
Adam_1213,671341,325,20,3,Alternative,2022/1/31
Adam_1213,652981,909,65,21,Alternative,2021/7/6
Adam_1213,643651,479,35,8,Singer / Songwriter,2021/4/23
Adam_1213,635864,227,11,3,Alternative,2021/2/17
Adam_1213,633661,130,6,1,Alternative,2021/1/23
Adam_1213,633662,4429,203,15,R&B / Soul,2021/1/23
Adam_1213,616503,976,55,12,Alternative,2020/6/19
Adam_1213,564218,461,15,1,Alternative,2018/8/23
Adam_1213,562326,381,14,2,Alternative,2018/8/1
Adam_1213,554012,16152,419,11,Alternative,2018/4/15
AgustinShen,674153,3002,155,63,Hip hop / Rap,2022/2/25
AlfaGallagher,635456,3613,119,41,Electronic,2021/2/12
AlphaChild1,664231,7105,306,50,R&B / Soul,2021/11/1
AmberKuo_AK,647454,3601,304,69,Electronic,2021/5/26
AmberKuo_AK,635954,1555,97,30,Electronic,2021/2/19
AmberKuo_AK,634739,3923,293,67,Electronic,2021/2/3
AmberKuo_AK,630979,4634,346,116,Electronic,2020/12/25
Anak_Borneo,669799,6,1,0,World,2022/1/13
Anak_Borneo,668887,111,3,0,World,2022/1/2
Anak_Borneo,660229,111,6,1,World,2021/9/26
Anak_Borneo,650459,92,7,0,World,2021/6/26
Anak_Borneo,644334,450,19,0,World,2021/5/15
Anak_Borneo,644333,17,1,0,World,2021/5/15
Anak_Borneo,635802,2593,93,5,Electronic,2021/2/25
Anak_Borneo,635803,240,13,0,World,2021/2/25
Anak_Borneo,629559,10,2,0,World,2020/12/6
Anak_Borneo,629558,820,31,2,World,2020/12/6
Anak_Borneo,629557,9,3,0,World,2020/12/6
Anak_Borneo,582888,30,3,0,World,2019/5/25
Anak_Borneo,577523,13,2,0,Post rock,2019/3/23
Anak_Borneo,577521,437,18,4,Folk,2019/3/23
Anak_Borneo,577520,7,1,0,Folk,2019/3/23
Andy970029,671714,15756,697,246,Hip hop / Rap,2022/2/6
AngelHeartBand,659627,511,36,8,Rock,2021/9/6
AngelHeartBand,639536,1139,30,7,Electronic,2021/3/25
AngelHeartBand,633363,871,35,6,Rock,2021/1/18
AngelHeartBand,631422,204,12,6,Pop,2020/12/29
AngelHeartBand,630028,512,26,25,Pop,2020/12/12
Animalpartners,677286,336,33,16,Jazz,2022/3/21
AnnieTaco,679940,326,25,1,Pop,2022/4/4
AnnieTaco,679945,240,20,2,Pop,2022/4/4
AnnieTaco,677914,305,24,3,Pop,2022/3/25
AnnieTaco,677915,280,17,0,Pop,2022/3/25
AnnieTaco,677917,36,6,2,Pop,2022/3/25
AnnieTaco,677918,3394,178,21,Pop,2022/3/25
AnnieTaco,677919,47,6,1,Pop,2022/3/25
AnnieTaco,677920,30,6,0,Pop,2022/3/25
AnnieTaco,669011,68,7,0,Pop,2022/1/3
AnnieTaco,669012,23,5,0,Pop,2022/1/3
AnnieTaco,669013,24,4,0,Pop,2022/1/3
AnnieTaco,649824,365,16,0,Pop,2021/6/9
AnnieTaco,644328,1611,94,21,Pop,2021/4/29
AnnieTaco,642927,996,51,7,World,2021/4/15
AnnieTaco,638468,563,39,1,Electronic,2021/3/17
AnnieTaco,637475,606,14,1,Pop,2021/3/8
AnnieTaco,615489,1371,36,1,Pop,2020/6/8
AnnieTaco,609825,247,15,1,Pop,2020/3/31
AnnieTaco,607046,2766,120,5,Pop,2020/3/5
AnnieTaco,605404,2011,104,5,Pop,2020/2/17
AnnieTaco,604203,481,31,1,Electronic,2020/2/2
AnnieTaco,602667,3732,158,5,Pop,2020/1/6
AnnieTaco,596863,2361,79,0,Pop,2019/10/23
AnnieTaco,596862,3308,104,4,Pop,2019/10/23
AnnieTaco,568195,467,21,0,Pop,2018/11/6
AnnieTaco,567660,3475,128,0,Pop,2018/10/29
AnnieTaco,567659,2123,94,1,Pop,2018/10/29
AnnieTaco,567658,1652,56,4,Pop,2018/10/29
AnnieTaco,567657,2316,80,2,Pop,2018/10/29
AnnieTaco,567656,5127,205,36,Pop,2018/10/29
AnnieTaco,402886,2207,93,5,Pop,2017/3/8
AnnieTaco,402881,1477,56,0,Electronic,2017/3/8
AnnieTaco,369513,699,36,0,Pop,2016/5/24
AnnieTaco,369512,7166,247,7,Pop,2016/5/24
Ariana1115,647720,1130,97,61,R&B / Soul,2021/5/28
ArthurShun2018,566938,432,25,0,R&B / Soul,2018/10/12
ArthurShun2018,556616,7142,416,8,R&B / Soul,2018/5/20
ArthurShun2018,550414,8308,236,1,R&B / Soul,2018/3/7
BLUERINGLAMB,672970,13,0,1,Pop,2022/2/16
BLUERINGLAMB,657497,609,20,31,R&B / Soul,2021/8/15
BLUERINGLAMB,644601,155,11,22,Singer / Songwriter,2021/5/2
BLUERINGLAMB,632437,35,2,3,Singer / Songwriter,2021/1/8
BLUERINGLAMB,630087,61,4,4,Singer / Songwriter,2020/12/14
BLUERINGLAMB,625124,46,1,1,Hip hop / Rap,2020/10/6
BLUERINGLAMB,622043,71,2,1,Singer / Songwriter,2020/8/30
BLUERINGLAMB,621435,16,3,1,Singer / Songwriter,2020/8/23
BLUERINGLAMB,621295,46,1,3,Singer / Songwriter,2020/8/21
BLUERINGLAMB,619578,31,2,1,Singer / Songwriter,2020/7/31
BLUERINGLAMB,619568,241,10,12,Singer / Songwriter,2020/7/31
BURNIE,648466,104,4,0,Electronic,2021/6/1
BURNIE,643378,341,20,0,Electronic,2021/4/20
BURNIE,638670,414,15,0,Electronic,2021/3/18
BURNIE,637065,17,1,0,Electronic,2021/3/4
BURNIE,634888,1303,19,1,Electronic,2021/2/4
BURNIE,633866,803,47,1,Electronic,2021/1/24
BURNIE,632758,398,14,2,Electronic,2021/1/11
BURNIE,621518,1945,90,3,Electronic,2020/8/24
BURNIE,619422,1491,19,1,Electronic,2020/7/29
BURNIE,583257,2614,23,0,Dance,2019/5/29
BURNIE,581647,701,9,0,Dance,2019/5/8
BURNIE,576305,1358,20,1,Dance,2019/3/7
BURNIE,573970,2013,29,0,Dance,2019/2/7
BURNIE,534231,965,15,0,Electronic,2017/10/20
BURNIE,507402,853,13,0,Electronic,2017/7/28
BURNIE,382074,1319,14,0,Electronic,2016/11/23
BURNIE,376766,1210,16,0,Electronic,2016/10/16
BURNIE,372750,1536,30,0,Electronic,2016/7/28
BURNIE,369394,1356,25,0,Electronic,2016/5/20
BURNIE,368437,1080,16,0,Electronic,2016/4/28
BURNIE,356792,1451,25,0,Electronic,2015/11/11
BURNIE,353670,1264,13,0,Electronic,2015/10/16
BURNIE,348306,1970,49,0,Electronic,2015/8/26
BURNIE,327007,1459,18,0,Electronic,2015/4/13
BURNIE,323335,2363,45,2,Electronic,2015/3/17
BURNIE,287568,31,3,0,Electronic,2014/8/20
BURNIE,286659,36,3,0,Electronic,2014/8/11
BURNIE,220489,25,4,0,Electronic,2014/5/23
BackMountKrew,603535,2925,122,7,Hip hop / Rap,2020/1/22
BackMountKrew,586781,17819,725,10,Hip hop / Rap,2019/7/7
BackMountKrew,565233,857545,22427,558,Hip hop / Rap,2018/9/9
BackMountKrew,560547,93866,4158,50,Hip hop / Rap,2018/7/14
BackMountKrew,557453,30100,1169,37,Hip hop / Rap,2018/6/2
BackMountKrew,555013,16435,523,8,Hip hop / Rap,2018/4/27
BackMountKrew,548669,18838,549,11,Hip hop / Rap,2018/2/18
BackMountKrew,545804,14685,432,0,Hip hop / Rap,2017/12/30
BackMountKrew,544848,258076,7536,87,Hip hop / Rap,2017/12/22
BackMountKrew,535466,11938,336,1,Hip hop / Rap,2017/10/24
BackMountKrew,530496,23598,886,20,Hip hop / Rap,2017/10/3
BackMountKrew,524822,43211,1610,30,Hip hop / Rap,2017/9/13
BackMountKrew,512892,427984,14006,401,Hip hop / Rap,2017/8/11
BackMountKrew,490407,8160,267,8,Hip hop / Rap,2017/6/7
BackMountKrew,489247,14099,402,9,Hip hop / Rap,2017/6/4
BackMountKrew,486237,60983,2228,194,Hip hop / Rap,2017/5/26
BackMountKrew,486142,4261,174,0,Hip hop / Rap,2017/5/26
BackMountKrew,486137,8617,279,6,Hip hop / Rap,2017/5/26
BackMountKrew,486132,6293,157,1,Hip hop / Rap,2017/5/26
BackMountKrew,486127,4963,250,2,Hip hop / Rap,2017/5/26
BaconSlap,569905,265,9,0,Reggae / Funk,2018/12/3
BaconSlap,569902,1422,30,4,Rock,2018/12/3
BaconSlap,569900,1713,34,5,Reggae / Funk,2018/12/3
BaconSlap,400226,636,13,0,Reggae / Funk,2017/3/2
BaconSlap,391481,165,1,0,Alternative,2017/1/11
Balious,651138,198,21,7,R&B / Soul,2021/6/20
Balious,642752,92,4,5,Hip hop / Rap,2021/4/12
Balious,642751,73,4,2,Hip hop / Rap,2021/4/12
Balious,642750,41,4,3,Hip hop / Rap,2021/4/12
Balious,642749,65,6,3,Hip hop / Rap,2021/4/12
Balious,642748,63,4,2,Hip hop / Rap,2021/4/12
Balious,642747,161,4,2,Hip hop / Rap,2021/4/12
Balious,626804,150,6,2,Hip hop / Rap,2020/10/28
Balious,626803,95,10,3,Hip hop / Rap,2020/10/28
Balious,626802,160,8,5,Hip hop / Rap,2020/10/28
Balious,626801,101,7,3,Hip hop / Rap,2020/10/28
Balious,626800,102,7,2,Hip hop / Rap,2020/10/28
Balious,626799,213,8,1,Hip hop / Rap,2020/10/28
Balious,612612,221,12,0,Hip hop / Rap,2020/5/3
Balious,610063,301,14,1,Hip hop / Rap,2020/4/2
Balious,595487,3352,158,12,Hip hop / Rap,2019/10/4
Balious,595303,1387,23,2,Hip hop / Rap,2019/9/29
Balious,592246,2401,127,11,Electronic,2019/8/19
Balious,590013,265,17,1,Hip hop / Rap,2019/8/2
Balious,588792,205,9,0,Hip hop / Rap,2019/7/25
Balious,587426,330,19,1,Hip hop / Rap,2019/7/14
Balious,584093,1418,35,1,Electronic,2019/6/8
Balious,581750,3323,125,5,Electronic,2019/5/10
Balious,580598,252,15,0,Electronic,2019/4/27
Balious,579728,351,17,1,Electronic,2019/4/14
Balious,578856,344,15,0,Hip hop / Rap,2019/4/1
Balious,578278,442,26,3,Hip hop / Rap,2019/3/27
Balious,577257,843,38,1,Hip hop / Rap,2019/3/20
Balious,576931,2591,83,0,Hip hop / Rap,2019/3/14
Balious,576633,1514,43,2,Hip hop / Rap,2019/3/10
Balious,576265,2187,93,2,Hip hop / Rap,2019/3/7
Balious,575407,3216,112,11,Hip hop / Rap,2019/2/28
Balious,575064,1430,52,0,Hip hop / Rap,2019/2/24
Balious,574830,660,28,0,Hip hop / Rap,2019/2/21
Balious,574261,632,32,0,Hip hop / Rap,2019/2/12
Balious,574260,3167,140,4,Hip hop / Rap,2019/2/12
Balious,571394,549,20,1,Hip hop / Rap,2018/12/28
Balious,571392,1580,49,0,Dance,2018/12/28
Balious,567843,337,5,0,Electronic,2018/10/31
Balious,567842,302,6,0,Electronic,2018/10/31
Balious,567841,391,8,0,Electronic,2018/10/31
